Module : iexplore.exe                       | 0x00140000 -- 0x001E6000 enumerated!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(211)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(212)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(213)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(214)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(215)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(216)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(217)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(218)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(219)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(220)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(221)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(222)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(223)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(224)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(225)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(226)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(227)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(228)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(229)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(230)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(231)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(232)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(233)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(234)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(235)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(236)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(237)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(238)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(239)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(240)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(241)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(242)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(243)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(244)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(245)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(246)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(247)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(248)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(249)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(250)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(251)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(252)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(253)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(254)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(255)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(256)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(257)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(258)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(259)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(260)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(261)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(262)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(263)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(264)!
Accessing EA @7788C670 (C:\Windows\SYSTEM32\ntdll.dll) | TID : 0x00000D14	-- Count(265)!
ROP Detected by STACK_MONITOR, out of bound stack!
Accessing EA @0C0C104D (UNKNOWN MODULE - POSSIBLE SHELLCODE) | TID : 0x00000D14	-- Count(266)!
Shellcode flag set successfully!
Shellcode Dumped from (0x0C0C0E4D -- 0x0C0C124D) Size ( 0x00000400 )
Shellcode disassembled successfully!
